subject_id,str_GoPro_ts,end_GoPro_ts,str_GoPro_frame,end_GoPro_frame,str_SMI_w_ts,end_SMI_w_ts,str_SMI_w_frame,end_SMI_w_frame,str_SMI_wo_ts,end_SMI_wo_ts,str_SMI_wo_frame,end_SMI_wo_frame,error_label_main,error_label_sub,action_label
18,00:12:36:49,00:13:02:27,45364,46900,00:13:47:06,00:14:12:26,24816,25586,00:13:45:22,00:14:11:13,19822,20437,5,-1,1
18,00:16:36:29,00:16:54:34,59729,60813,00:17:47:02,00:18:05:05,32012,32555,00:17:45:14,00:18:03:16,25574,26008,1,-1,9
18,00:17:05:50,00:17:25:59,61488,62696,00:18:16:13,00:18:36:18,32893,33498,00:18:14:22,00:18:35:02,26278,26762,5,-1,9
18,00:18:24:06,00:19:43:55,66179,70964,00:19:34:23,00:20:54:20,35243,37640,00:19:33:05,00:20:53:01,28157,30073,5,-1,9
18,00:03:51:20,00:04:09:30,13866,14955,00:05:01:09,00:05:19:14,9039,9584,00:05:00:09,00:05:18:13,7209,7645,0,-1,2
18,00:04:50:34,00:04:59:22,17417,17944,00:06:00:17,00:06:09:11,10817,11081,00:05:59:15,00:06:08:10,8631,8842,0,-1,2
18,00:05:18:58,00:05:21:57,19119,19298,00:06:29:00,00:06:32:00,11670,11760,00:06:28:00,00:06:31:00,9312,9384,0,-1,2
18,00:08:14:17,00:08:30:55,29627,30624,00:09:24:14,00:09:41:03,16934,17433,00:09:23:08,00:09:39:23,13520,13919,0,-1,3
18,00:11:04:34,00:11:17:30,39834,40609,00:12:14:26,00:12:27:24,22046,22434,00:12:13:15,00:12:26:14,17607,17918,0,-1,3
18,00:11:33:30,00:11:38:01,41568,41839,00:12:43:25,00:12:48:11,22915,23051,00:12:42:13,00:12:47:02,18301,18410,0,-1,3
18,00:12:31:06,00:12:36:17,45021,45332,00:13:41:14,00:13:46:20,24644,24800,00:13:40:04,00:13:45:09,19684,19809,0,-1,3
18,00:16:32:59,00:17:09:28,59519,61706,00:17:43:17,00:18:20:02,31907,33002,00:17:42:02,00:18:18:13,25490,26365,8,-1,9
18,00:17:25:53,00:17:57:07,62690,64562,00:18:36:15,00:19:07:23,33495,34433,00:18:35:00,00:19:06:05,26760,27509,8,-1,9
18,00:17:57:59,00:18:27:14,64614,66367,00:19:08:19,00:19:37:27,34459,35337,00:19:07:02,00:19:36:08,27530,28232,8,-1,9
18,00:20:13:49,00:21:03:37,72756,75741,00:21:24:17,00:22:14:13,38537,40033,00:21:22:22,00:22:12:17,30790,31985,4,-1,8
18,00:20:13:49,00:21:03:37,72756,75741,00:21:24:17,00:22:14:13,38537,40033,00:21:22:22,00:22:12:17,30790,31985,4,-1,8
18,00:20:13:49,00:21:03:37,72756,75741,00:21:24:17,00:22:14:13,38537,40033,00:21:22:22,00:22:12:17,30790,31985,6,-1,8
18,00:06:43:41,00:06:47:03,24197,24399,00:07:53:24,00:07:57:05,14214,14315,00:07:52:18,00:07:56:03,11346,11427,1,-1,3
18,00:06:48:55,00:06:50:01,24511,24577,00:07:59:01,00:08:00:04,14371,14404,00:07:57:23,00:07:59:02,11471,11498,1,-1,3
18,00:06:52:21,00:06:59:51,24716,25166,00:08:02:14,00:08:09:29,14474,14699,00:08:01:10,00:08:08:22,11554,11734,2,-1,5
18,00:07:00:25,00:07:09:31,25200,25745,00:08:10:16,00:08:19:19,14716,14989,00:08:09:11,00:08:18:14,11747,11966,2,-1,1
18,00:07:10:07,00:07:16:44,25781,26178,00:08:20:07,00:08:26:26,15007,15206,00:08:19:04,00:08:25:19,11980,12139,2,-1,5
18,00:07:17:20,00:07:28:42,26214,26895,00:08:27:14,00:08:38:25,15224,15565,00:08:26:09,00:08:37:18,12153,12426,2,-1,1
18,00:07:30:10,00:07:34:08,26983,27221,00:08:40:09,00:08:44:08,15609,15728,00:08:39:05,00:08:43:04,12461,12556,2,-1,5
18,00:07:34:30,00:07:43:56,27243,27808,00:08:44:19,00:08:54:02,15739,16022,00:08:43:13,00:08:53:00,12565,12792,2,-1,1
18,00:07:45:44,00:07:50:11,27916,28183,00:08:55:26,00:09:00:10,16076,16210,00:08:54:19,00:08:59:06,12835,12942,2,-1,5
18,00:07:50:41,00:07:59:41,28213,28752,00:09:00:25,00:09:09:25,16225,16495,00:08:59:18,00:09:08:18,12954,13170,2,-1,1
18,00:07:59:53,00:08:03:41,28764,28992,00:09:10:01,00:09:13:25,16501,16615,00:09:08:23,00:09:12:18,13175,13266,1,-1,9
18,00:08:04:35,00:08:10:29,29046,29400,00:09:14:22,00:09:20:19,16642,16819,00:09:13:15,00:09:19:13,13287,13429,2,-1,1
18,00:09:19:02,00:09:27:11,33509,33997,00:10:29:08,00:10:37:12,18878,19122,00:10:28:03,00:10:36:06,15075,15270,2,-1,1
18,00:09:32:08,00:09:34:44,34294,34450,00:10:42:11,00:10:44:29,19271,19349,00:10:41:05,00:10:43:19,15389,15451,2,-1,1
18,00:10:18:11,00:10:32:43,37054,37925,00:11:28:14,00:11:43:00,20654,21090,00:11:27:06,00:11:41:19,16494,16843,1,-1,11
18,00:10:18:11,00:10:32:43,37054,37925,00:11:28:14,00:11:43:00,20654,21090,00:11:27:06,00:11:41:19,16494,16843,2,-1,11
18,00:11:18:14,00:11:20:30,40653,40789,00:12:28:16,00:12:30:24,22456,22524,00:12:27:07,00:12:29:13,17935,17989,2,-1,1
18,00:11:25:15,00:11:28:05,41074,41244,00:12:35:17,00:12:38:13,22667,22753,00:12:34:08,00:12:37:04,18104,18172,2,-1,5
18,00:11:31:24,00:11:42:41,41442,42119,00:12:41:22,00:12:53:01,22852,23191,00:12:40:11,00:12:51:18,18251,18522,2,-1,1
18,00:11:42:53,00:11:44:19,42131,42217,00:12:53:07,00:12:54:20,23197,23240,00:12:51:23,00:12:53:09,18527,18561,2,-1,5
18,00:12:37:52,00:13:13:21,45426,47553,00:13:48:07,00:14:23:23,24847,25913,00:13:46:22,00:14:22:10,19846,20698,5,-1,1
18,00:14:32:45,00:14:52:58,52312,53524,00:15:43:06,00:16:03:14,28296,28904,00:15:41:20,00:16:02:01,22604,23089,1,-1,9
18,00:14:56:28,00:16:14:26,53734,58407,00:16:06:29,00:17:25:00,29009,31350,00:16:05:13,00:17:23:12,23173,25044,2,-1,8
18,00:14:56:28,00:16:14:26,53734,58407,00:16:06:29,00:17:25:00,29009,31350,00:16:05:13,00:17:23:12,23173,25044,1,-1,8
18,00:16:32:59,00:17:09:28,59519,61706,00:17:43:17,00:18:20:02,31907,33002,00:17:42:02,00:18:18:13,25490,26365,1,-1,9
18,00:16:32:59,00:17:09:28,59519,61706,00:17:43:17,00:18:20:02,31907,33002,00:17:42:02,00:18:18:13,25490,26365,5,-1,9
18,00:19:45:50,00:19:49:40,71078,71308,00:20:56:17,00:21:00:12,37697,37812,00:20:54:22,00:20:58:18,30118,30210,1,-1,8
19,00:03:03:56,00:03:08:26,11026,11295,00:03:57:24,00:04:02:09,7134,7269,00:03:57:07,00:04:01:19,5695,5803,2,-1,5
19,00:04:22:04,00:04:29:45,15709,16169,00:05:16:03,00:05:23:24,9483,9714,00:05:15:13,00:05:23:06,7573,7758,2,-1,3
19,00:05:00:31,00:05:11:48,18014,18690,00:05:54:20,00:06:05:29,10640,10979,00:05:54:01,00:06:05:09,8497,8769,0,-1,2
19,00:05:32:04,00:06:04:04,19905,21823,00:06:26:08,00:06:58:11,11588,12551,00:06:25:16,00:06:57:17,9256,10025,0,-1,2
19,00:06:11:06,00:06:34:53,22244,23670,00:07:05:12,00:07:29:07,12762,13477,00:07:04:18,00:07:28:13,10194,10765,0,-1,3
20,00:05:31:36,00:05:36:22,19877,20162,00:06:38:19,00:06:43:12,11959,12102,00:06:37:15,00:06:42:10,9543,9658,0,-1,2
20,00:06:17:17,00:06:19:41,22615,22759,00:07:24:11,00:07:26:23,13331,13403,00:07:23:09,00:07:25:19,10641,10699,0,-1,3
20,00:06:38:23,00:06:41:56,23880,24092,00:07:45:15,00:07:49:01,13965,14071,00:07:44:12,00:07:48:01,11148,11233,0,-1,3
20,00:08:11:46,00:08:18:33,29477,29884,00:09:19:00,00:09:25:24,16770,16974,00:09:18:01,00:09:24:20,13393,13556,0,-1,3
20,00:08:32:15,00:08:40:10,30705,31179,00:09:39:16,00:09:47:13,17386,17623,00:09:38:13,00:09:46:11,13885,14075,0,-1,3
20,00:05:18:57,00:05:23:22,19118,19383,00:06:25:28,00:06:30:11,11578,11711,00:06:24:23,00:06:29:09,9239,9345,0,-1,2
20,00:05:30:08,00:05:33:24,19789,19985,00:06:37:05,00:06:40:13,11915,12013,00:06:36:04,00:06:39:11,9508,9587,0,-1,2
20,00:05:34:21,00:05:40:02,20041,20382,00:06:41:11,00:06:47:02,12041,12212,00:06:40:09,00:06:46:02,9609,9746,0,-1,2
20,00:06:02:17,00:06:13:12,21716,22370,00:07:09:11,00:07:20:08,12881,13208,00:07:08:09,00:07:19:07,10281,10543,0,-1,3
20,00:06:59:29,00:07:09:35,25144,25750,00:08:06:19,00:08:16:22,14599,14902,00:08:05:15,00:08:15:18,11655,11898,0,-1,3
20,00:08:08:32,00:08:17:24,29283,29815,00:09:15:23,00:09:24:19,16673,16939,00:09:14:19,00:09:23:16,13315,13528,0,-1,3
20,00:08:30:14,00:08:36:51,30584,30981,00:09:37:15,00:09:44:04,17325,17524,00:09:36:12,00:09:43:04,13836,13996,0,-1,3
20,00:03:43:44,00:05:43:04,13411,20564,00:04:50:18,00:06:50:03,8718,12303,00:04:49:15,00:06:49:03,6951,9819,7,-1,2
20,00:07:03:37,00:07:07:47,25392,25642,00:08:10:23,00:08:14:28,14723,14848,00:08:09:19,00:08:13:23,11755,11855,6,-1,11
20,00:04:42:04,00:05:09:24,16908,18546,00:05:49:01,00:06:16:12,10471,11292,00:05:48:01,00:06:15:10,8353,9010,2,-1,11
20,00:05:44:22,00:05:52:50,20642,21149,00:06:51:12,00:06:59:26,12342,12596,00:06:50:10,00:06:58:21,9850,10053,2,-1,11
20,00:05:44:22,00:05:52:50,20642,21149,00:06:51:12,00:06:59:26,12342,12596,00:06:50:10,00:06:58:21,9850,10053,1,-1,11
20,00:07:03:37,00:07:07:47,25392,25642,00:08:10:23,00:08:14:28,14723,14848,00:08:09:19,00:08:13:23,11755,11855,2,-1,11
20,00:07:03:37,00:07:07:47,25392,25642,00:08:10:23,00:08:14:28,14723,14848,00:08:09:19,00:08:13:23,11755,11855,6,-1,11
20,00:10:43:44,00:10:54:44,38586,39245,00:11:51:05,00:12:02:05,21335,21665,00:11:50:05,00:12:01:05,17045,17309,1,-1,9
20,00:10:59:52,00:11:12:50,39553,40330,00:12:07:09,00:12:20:09,21819,22209,00:12:06:09,00:12:19:08,17433,17744,1,-1,9
20,00:11:22:17,00:11:40:01,40897,41960,00:12:29:23,00:12:47:16,22493,23026,00:12:28:20,00:12:46:14,17972,18398,1,-1,9
20,00:11:45:49,00:11:58:19,42307,43056,00:12:53:10,00:13:05:25,23200,23575,00:12:52:09,00:13:04:22,18537,18838,1,-1,9
21,00:07:09:23,00:07:11:56,25738,25891,00:08:42:18,00:08:45:05,15678,15755,00:08:41:17,00:08:44:07,12521,12583,1,-1,9
21,00:07:27:19,00:07:29:09,26813,26923,00:09:00:16,00:09:02:11,16216,16271,00:08:59:15,00:09:01:11,12951,12995,1,-1,9
21,00:07:37:07,00:07:40:21,27400,27594,00:09:10:10,00:09:13:17,16510,16607,00:09:09:10,00:09:12:16,13186,13264,1,-1,9
21,00:07:47:53,00:07:49:58,28046,28170,00:09:21:03,00:09:23:05,16833,16895,00:09:20:05,00:09:22:06,13445,13494,1,-1,9
21,00:08:23:21,00:08:24:21,30171,30231,00:09:56:16,00:09:57:16,17896,17926,00:09:55:15,00:09:56:15,14295,14319,4,-1,8
21,00:03:27:36,00:03:28:58,12444,12526,00:05:00:25,00:05:02:06,9025,9066,00:05:00:02,00:05:01:11,7202,7235,0,-1,2
22,00:03:46:13,00:03:50:22,13560,13809,00:04:29:26,00:04:34:01,8096,8221,00:04:29:02,00:04:33:06,6458,6558,0,-1,3
22,00:03:00:29,00:03:11:47,10819,11496,00:03:44:04,00:03:55:13,6724,7063,00:03:43:09,00:03:54:16,5361,5632,0,-1,2
22,00:03:22:12,00:03:24:43,12120,12271,00:04:05:25,00:04:08:11,7375,7451,00:04:05:02,00:04:07:14,5882,5942,0,-1,3
22,00:03:45:01,00:03:48:59,13488,13726,00:04:28:20,00:04:32:19,8060,8179,00:04:27:21,00:04:31:20,6429,6524,0,-1,3
22,00:05:33:11,00:05:33:11,19972,19972,00:06:16:25,00:06:16:25,11305,11305,00:06:16:00,00:06:16:00,9024,9024,4,-1,9
22,00:05:33:13,00:05:33:13,19974,19974,00:06:16:26,00:06:16:26,11306,11306,00:06:16:01,00:06:16:01,9025,9025,4,-1,9
22,00:01:33:54,00:02:06:18,5629,7571,00:02:17:17,00:02:49:29,4127,5099,00:02:16:20,00:02:49:05,3284,4061,2,-1,2
22,00:02:08:42,00:02:25:44,7715,8736,00:02:52:11,00:03:09:12,5171,5682,00:02:51:15,00:03:08:15,4119,4527,2,-1,0
22,00:02:27:55,00:03:19:07,8867,11936,00:03:11:18,00:04:02:23,5748,7283,00:03:10:20,00:04:02:00,4580,5808,0,-1,2
22,00:03:19:59,00:03:25:53,11988,12341,00:04:03:19,00:04:09:16,7309,7486,00:04:02:21,00:04:08:18,5829,5970,0,-1,3
22,00:03:35:27,00:03:49:53,12915,13780,00:04:19:03,00:04:33:16,7773,8206,00:04:18:08,00:04:32:18,6200,6546,0,-1,3
22,00:04:14:49,00:04:17:43,15274,15448,00:04:58:14,00:05:01:11,8954,9041,00:04:57:16,00:05:00:13,7144,7213,1,-1,1
22,00:04:20:06,00:04:27:31,15591,16035,00:05:03:23,00:05:11:05,9113,9335,00:05:02:23,00:05:10:08,7271,7448,2,-1,9
22,00:04:50:32,00:04:58:48,17415,17911,00:05:34:06,00:05:42:14,10026,10274,00:05:33:09,00:05:41:15,8001,8199,1,-1,9
22,00:05:01:04,00:05:14:00,18046,18822,00:05:44:22,00:05:57:20,10342,10730,00:05:43:22,00:05:56:20,8254,8564,1,-1,9
22,00:05:16:21,00:05:23:58,18963,19419,00:06:00:01,00:06:07:19,10801,11029,00:05:59:05,00:06:06:19,8621,8803,1,-1,9
23,00:04:03:19,00:04:11:34,14585,15079,00:04:56:09,00:05:04:16,8889,9136,00:04:55:10,00:05:03:15,7090,7287,5,-1,4
23,00:06:52:52,00:07:00:15,24748,25190,00:07:45:26,00:07:53:07,13976,14197,00:07:44:20,00:07:52:05,11156,11333,0,-1,3
23,00:07:00:55,00:07:09:36,25230,25751,00:07:53:27,00:08:02:18,14217,14478,00:07:52:21,00:08:01:14,11349,11558,0,-1,3
23,00:07:43:12,00:07:52:04,27765,28296,00:08:36:06,00:08:45:01,15486,15751,00:08:35:03,00:08:44:00,12363,12576,0,-1,3
23,00:08:46:48,00:08:52:11,31577,31900,00:09:39:23,00:09:45:05,17393,17555,00:09:38:17,00:09:44:02,13889,14018,0,-1,3
23,00:09:44:12,00:09:58:25,35017,35870,00:10:37:05,00:10:51:12,19115,19542,00:10:36:01,00:10:50:07,15265,15607,5,-1,4
23,00:10:06:27,00:10:07:37,36351,36421,00:10:59:13,00:11:00:18,19783,19818,00:10:58:07,00:10:59:11,15799,15827,5,-1,5
23,00:10:25:37,00:10:42:19,37500,38501,00:11:18:18,00:11:35:09,20358,20859,00:11:17:11,00:11:34:03,16259,16659,5,-1,5
23,00:10:49:21,00:11:04:23,38923,39824,00:11:42:10,00:11:57:11,21070,21521,00:11:41:04,00:11:56:05,16828,17189,5,-1,1
23,00:14:41:03,00:15:22:04,52811,55269,00:15:34:01,00:16:15:01,28021,29251,00:15:32:17,00:16:13:17,22385,23369,1,-1,8
23,00:06:56:40,00:06:57:56,24976,25052,00:07:49:20,00:07:50:28,14090,14128,00:07:48:16,00:07:49:22,11248,11278,0,-1,3
23,00:07:04:16,00:07:09:34,25431,25749,00:07:57:08,00:08:02:17,14318,14477,00:07:56:06,00:08:01:13,11430,11557,0,-1,3
23,00:07:46:32,00:07:55:02,27965,28474,00:08:39:16,00:08:48:00,15586,15840,00:08:38:11,00:08:46:23,12443,12647,0,-1,3
23,00:08:50:17,00:08:54:00,31786,32008,00:09:43:08,00:09:46:29,17498,17609,00:09:42:05,00:09:45:21,13973,14061,0,-1,3
23,00:01:19:00,00:01:35:40,4736,5735,00:02:12:00,00:02:28:20,3960,4460,00:02:11:05,00:02:27:21,3149,3549,2,-1,10
23,00:01:19:00,00:01:35:40,4736,5735,00:02:12:00,00:02:28:20,3960,4460,00:02:11:05,00:02:27:21,3149,3549,1,-1,10
23,00:03:27:06,00:03:58:53,12414,14319,00:04:20:03,00:04:51:26,7803,8756,00:04:19:05,00:04:51:00,6221,6984,5,-1,4
23,00:09:11:52,00:09:44:06,33079,35011,00:10:04:25,00:10:37:02,18145,19112,00:10:03:18,00:10:35:23,14490,15263,5,-1,4
23,00:09:59:41,00:10:18:44,35946,37087,00:10:52:20,00:11:11:21,19580,20151,00:10:51:13,00:11:10:13,15637,16093,5,-1,5
23,00:10:43:15,00:10:48:29,38557,38871,00:11:36:07,00:11:41:14,20887,21044,00:11:35:02,00:11:40:07,16682,16807,5,-1,1
23,00:12:21:58,00:12:49:47,44474,46141,00:13:14:28,00:13:42:22,23848,24682,00:13:13:17,00:13:41:12,19049,19716,1,-1,9
23,00:12:58:56,00:13:16:44,46690,47757,00:13:51:27,00:14:09:21,24957,25491,00:13:50:16,00:14:08:11,19936,20363,1,-1,9
23,00:13:20:36,00:13:37:36,47989,49008,00:14:13:17,00:14:30:17,25607,26117,00:14:12:08,00:14:29:07,20456,20863,1,-1,9
23,00:13:43:12,00:13:59:04,49343,50294,00:14:36:05,00:14:52:01,26285,26761,00:14:34:22,00:14:50:18,20998,21378,1,-1,9
23,00:14:35:56,00:15:27:11,52504,55576,00:15:28:27,00:16:20:04,27867,29404,00:15:27:14,00:16:18:20,22262,23492,1,-1,8
24,00:05:43:36,00:05:59:13,20596,21532,00:06:31:29,00:06:47:18,11759,12228,00:06:31:21,00:06:47:13,9405,9781,0,-1,2
24,00:06:41:51,00:06:58:27,24087,25082,00:07:30:07,00:07:46:25,13507,14005,00:07:30:04,00:07:46:19,10804,11203,0,-1,2
24,00:08:27:05,00:10:14:08,30395,36811,00:09:15:14,00:11:02:16,16664,19876,00:09:15:11,00:11:02:13,13331,15901,1,-1,2
24,00:10:28:52,00:10:51:54,37694,39075,00:11:17:08,00:11:40:09,20318,21009,00:11:17:07,00:11:40:08,16255,16808,0,-1,3
24,00:12:38:15,00:15:27:56,45449,55620,00:13:26:19,00:16:16:10,24199,29290,00:13:26:18,00:16:16:12,19362,23436,1,-1,2
24,00:15:46:20,00:15:54:03,56723,57186,00:16:34:22,00:16:42:14,29842,30074,00:16:34:22,00:16:42:16,23878,24064,0,-1,2
24,00:16:57:28,00:17:12:42,60987,61900,00:17:45:26,00:18:01:03,31976,32433,00:17:46:02,00:18:01:08,25586,25952,0,-1,3
24,00:21:50:42,00:22:05:32,78563,79452,00:22:39:03,00:22:53:28,40773,41218,00:22:39:11,00:22:54:08,32627,32984,1,-1,8
24,00:06:42:27,00:06:58:41,24123,25096,00:07:30:25,00:07:47:02,13525,14012,00:07:30:19,00:07:47:00,10819,11208,0,-1,2
24,00:10:30:20,00:10:41:45,37782,38467,00:11:18:22,00:11:30:05,20362,20705,00:11:18:18,00:11:30:05,16290,16565,0,-1,3
24,00:15:49:35,00:15:54:13,56918,57196,00:16:38:00,00:16:42:19,29940,30079,00:16:38:04,00:16:42:20,23956,24068,0,-1,2
24,00:17:07:20,00:17:17:42,61578,62200,00:17:55:22,00:18:06:03,32272,32583,00:17:55:23,00:18:06:08,25823,26072,0,-1,3
24,00:23:53:54,00:24:11:01,85948,86973,00:24:42:10,00:24:59:13,44470,44983,00:24:42:18,00:24:59:20,35586,35996,4,-1,9
24,00:07:23:58,00:07:29:19,26612,26932,00:08:12:11,00:08:17:21,14771,14931,00:08:12:08,00:08:17:16,11816,11944,2,-1,3
24,00:10:19:56,00:10:52:35,37159,39116,00:11:08:10,00:11:40:29,20050,21029,00:11:08:09,00:11:41:01,16041,16825,2,-1,3
24,00:11:58:17,00:15:57:40,43054,57402,00:12:46:20,00:16:46:02,23000,30182,00:12:46:18,00:16:46:06,18402,24150,1,-1,2
24,00:18:48:59,00:19:03:17,67671,68528,00:19:37:12,00:19:51:20,35322,35750,00:19:37:16,00:19:51:23,28264,28607,1,-1,1
24,00:21:33:23,00:22:23:06,77525,80505,00:22:21:24,00:23:11:15,40254,41745,00:22:22:03,00:23:11:21,32211,33405,2,-1,8
24,00:21:33:23,00:22:23:06,77525,80505,00:22:21:24,00:23:11:15,40254,41745,00:22:22:03,00:23:11:21,32211,33405,1,-1,8
24,00:22:29:09,00:22:34:50,80868,81208,00:23:17:17,00:23:23:07,41927,42097,00:23:17:23,00:23:23:15,33551,33687,5,-1,4
24,00:22:35:18,00:22:47:27,81236,81965,00:23:23:21,00:23:35:26,42111,42476,00:23:24:02,00:23:36:06,33698,33990,5,-1,4
24,00:22:47:45,00:23:09:19,81983,83275,00:23:36:05,00:23:57:22,42485,43132,00:23:36:13,00:23:58:03,33997,34515,1,-1,9
24,00:23:13:07,00:23:29:53,83503,84508,00:24:01:16,00:24:18:09,43246,43749,00:24:01:22,00:24:18:17,34606,35009,1,-1,9
24,00:23:33:07,00:23:50:40,84702,85754,00:24:21:16,00:24:39:03,43846,44373,00:24:21:22,00:24:39:12,35086,35508,1,-1,9
24,00:23:53:54,00:24:11:01,85948,86973,00:24:42:10,00:24:59:13,44470,44983,00:24:42:18,00:24:59:20,35586,35996,1,-1,9
24,00:23:53:54,00:24:11:01,85948,86973,00:24:42:10,00:24:59:13,44470,44983,00:24:42:18,00:24:59:20,35586,35996,1,-1,9
25,00:02:24:47,00:02:24:49,8679,8681,00:03:12:19,00:03:12:20,5779,5780,00:03:12:02,00:03:12:03,4610,4611,2,-1,6
25,00:02:28:07,00:02:28:09,8879,8881,00:03:15:29,00:03:16:00,5879,5880,00:03:15:10,00:03:15:11,4690,4691,2,-1,8
25,00:03:56:09,00:03:56:11,14155,14157,00:04:44:00,00:04:44:01,8520,8521,00:04:43:11,00:04:43:11,6803,6803,2,-1,8
25,00:08:29:06,00:10:47:40,30516,38821,00:09:16:29,00:11:35:16,16709,20866,00:09:16:10,00:11:34:23,13354,16679,1,-1,2
25,00:11:29:41,00:11:53:38,41340,42775,00:12:17:17,00:12:41:15,22127,22845,00:12:17:00,00:12:40:22,17688,18262,1,-1,2
25,00:12:21:03,00:12:26:36,44419,44751,00:13:08:28,00:13:14:14,23668,23834,00:13:08:09,00:13:13:21,18921,19053,0,-1,0
25,00:12:32:23,00:13:28:10,45098,48441,00:13:20:08,00:14:16:01,24008,25681,00:13:19:17,00:14:15:11,19193,20531,1,-1,2
25,00:19:45:38,00:19:45:42,71067,71071,00:20:33:16,00:20:33:18,37006,37008,00:20:32:23,00:20:33:00,29591,29592,2,-1,8
25,00:20:55:48,00:20:58:48,75272,75452,00:21:43:21,00:21:46:21,39111,39201,00:21:43:03,00:21:46:03,31275,31347,1,-1,3
25,00:21:28:36,00:21:37:36,77238,77778,00:22:16:15,00:22:25:15,40095,40365,00:22:15:22,00:22:24:22,32062,32278,0,1,3
25,00:21:43:46,00:21:51:40,78147,78621,00:22:31:20,00:22:39:17,40550,40787,00:22:31:02,00:22:38:23,32426,32615,1,-1,3
25,00:23:42:08,00:23:50:13,85242,85727,00:24:30:01,00:24:38:04,44101,44344,00:24:29:11,00:24:37:13,35267,35461,1,-1,3
25,00:23:53:39,00:23:59:03,85933,86256,00:24:41:17,00:24:46:29,44447,44609,00:24:40:23,00:24:46:09,35543,35673,1,-1,3
25,00:23:59:59,00:24:07:51,86312,86784,00:24:47:27,00:24:55:23,44637,44873,00:24:47:07,00:24:55:04,35695,35884,1,-1,3
25,00:24:28:42,00:24:32:49,88033,88280,00:25:16:18,00:25:20:22,45498,45622,00:25:16:00,00:25:20:03,36384,36483,1,-1,3
26,00:04:31:58,00:04:43:00,16302,16964,00:04:50:02,00:05:01:04,8702,9034,00:04:49:04,00:05:00:05,6940,7205,2,-1,3
26,00:04:51:34,00:04:58:06,17477,17869,00:05:09:21,00:05:16:08,9291,9488,00:05:08:19,00:05:15:08,7411,7568,2,-1,3
26,00:05:03:14,00:05:09:04,18176,18526,00:05:21:12,00:05:27:07,9642,9817,00:05:20:11,00:05:26:07,7691,7831,2,-1,3
26,00:05:18:15,00:05:22:42,19076,19343,00:05:36:12,00:05:40:27,10092,10227,00:05:35:11,00:05:39:23,8051,8159,0,-1,2
26,00:06:40:20,00:06:46:23,23997,24359,00:06:58:19,00:07:04:20,12559,12740,00:06:57:15,00:07:03:16,10023,10168,3,-1,2
26,00:06:48:45,00:07:00:31,24501,25206,00:07:07:01,00:07:18:24,12811,13164,00:07:06:01,00:07:17:19,10225,10507,3,-1,2
26,00:07:36:57,00:07:38:11,27390,27464,00:07:55:09,00:07:56:16,14259,14296,00:07:54:06,00:07:55:12,11382,11412,0,-1,3
26,00:07:49:33,00:07:50:01,28145,28173,00:08:07:27,00:08:08:11,14637,14651,00:08:06:21,00:08:07:08,11685,11696,0,-1,3
26,00:09:17:41,00:09:22:43,33428,33730,00:09:36:05,00:09:41:06,17285,17436,00:09:35:02,00:09:40:02,13802,13922,1,-1,1
26,00:10:34:32,00:10:36:24,38034,38146,00:10:53:03,00:10:54:29,19593,19649,00:10:51:23,00:10:53:20,15647,15692,3,-1,9
26,00:11:26:56,00:11:27:50,41175,41229,00:11:45:17,00:11:46:14,21167,21194,00:11:44:09,00:11:45:07,16905,16927,2,-1,8
26,00:11:36:35,00:11:38:03,41754,41842,00:11:55:08,00:11:56:22,21458,21502,00:11:54:01,00:11:55:12,17137,17172,6,-1,8
26,00:12:44:18,00:12:48:06,45813,46040,00:13:03:01,00:13:06:26,23491,23606,00:13:01:19,00:13:05:14,18763,18854,6,-1,8
27,00:03:31:51,00:03:37:13,12699,13020,00:04:04:23,00:04:10:04,7343,7504,00:04:04:12,00:04:09:21,5868,5997,3,-1,2
27,00:04:29:32,00:04:33:01,16156,16365,00:05:02:13,00:05:05:28,9073,9178,00:05:02:06,00:05:05:19,7254,7339,3,-1,2
27,00:04:38:45,00:04:39:34,16709,16758,00:05:11:20,00:05:12:15,9350,9375,00:05:11:12,00:05:12:08,7476,7496,3,-1,2
27,00:05:22:16,00:05:24:30,19317,19451,00:05:55:06,00:05:57:13,10656,10723,00:05:55:03,00:05:57:08,8523,8576,3,-1,2
27,00:06:03:29,00:06:21:40,21788,22878,00:06:36:13,00:06:54:18,11893,12438,00:06:36:10,00:06:54:15,9514,9951,0,-1,2
27,00:07:33:58,00:07:39:43,27211,27556,00:08:06:27,00:08:12:20,14607,14780,00:08:07:01,00:08:12:20,11689,11828,0,-1,3
27,00:07:51:57,00:07:58:50,28289,28702,00:08:24:26,00:08:31:23,15146,15353,00:08:25:01,00:08:31:23,12121,12287,3,-1,2
27,00:08:04:56,00:08:05:56,29067,29127,00:08:37:26,00:08:38:26,15536,15566,00:08:38:02,00:08:39:02,12434,12458,0,-1,3
27,00:09:30:52,00:09:39:01,34218,34707,00:10:03:24,00:10:11:29,18114,18359,00:10:04:04,00:10:12:08,14500,14696,2,-1,11
27,00:09:41:55,00:10:22:59,34881,37342,00:10:14:26,00:10:55:28,18446,19678,00:10:15:06,00:10:56:09,14766,15753,2,-1,8
27,00:10:09:20,00:10:13:49,36524,36793,00:10:42:08,00:10:46:23,19268,19403,00:10:42:17,00:10:47:05,15425,15533,1,-1,8
