subject_id,str_GoPro_ts,end_GoPro_ts,str_GoPro_frame,end_GoPro_frame,str_SMI_w_ts,end_SMI_w_ts,str_SMI_w_frame,end_SMI_w_frame,str_SMI_wo_ts,end_SMI_wo_ts,str_SMI_wo_frame,end_SMI_wo_frame,action_label
11,00:08:00:33,00:08:10:32,28805,29403,00:09:00:06,00:09:10:05,16206,16505,00:08:59:17,00:09:09:16,12953,13192,3
11,00:08:15:54,00:08:34:28,29725,30838,00:09:15:16,00:09:34:02,16666,17222,00:09:15:01,00:09:33:14,13321,13766,3
11,00:08:37:48,00:09:06:43,31038,32771,00:09:37:12,00:10:06:09,17322,18189,00:09:36:22,00:10:05:20,13846,14540,4
11,00:09:11:16,00:09:15:58,33043,33325,00:10:10:25,00:10:15:16,18325,18466,00:10:10:08,00:10:15:01,14648,14761,8
11,00:09:15:18,00:09:23:56,33285,33803,00:10:14:26,00:10:23:14,18446,18704,00:10:14:09,00:10:23:00,14745,14952,4
11,00:09:27:35,00:09:38:44,34022,34690,00:10:27:04,00:10:38:08,18814,19148,00:10:26:16,00:10:37:19,15040,15307,4
11,00:09:42:16,00:09:47:25,34902,35210,00:10:41:24,00:10:46:28,19254,19408,00:10:41:08,00:10:46:11,15392,15515,1
11,00:09:53:15,00:10:01:29,35560,36053,00:10:52:23,00:11:01:00,19583,19830,00:10:52:07,00:11:00:13,15655,15853,1
11,00:10:08:25,00:10:16:29,36469,36953,00:11:07:28,00:11:15:29,20038,20279,00:11:07:11,00:11:15:13,16019,16213,1
11,00:10:26:46,00:10:30:38,37569,37801,00:11:26:07,00:11:30:03,20587,20703,00:11:25:19,00:11:29:16,16459,16552,1
11,00:10:32:04,00:11:02:59,37887,39740,00:11:31:16,00:12:02:13,20746,21673,00:11:31:02,00:12:02:00,16586,17328,4
11,00:10:52:43,00:11:12:33,39124,40313,00:11:52:05,00:12:11:29,21365,21959,00:11:51:18,00:12:11:13,17082,17557,9
11,00:11:18:37,00:11:30:02,40677,41361,00:12:18:01,00:12:29:13,22141,22483,00:12:17:15,00:12:29:01,17703,17977,9
11,00:11:37:51,00:11:53:20,41830,42758,00:12:37:08,00:12:52:22,22718,23182,00:12:36:21,00:12:52:08,18165,18536,9
11,00:12:04:19,00:12:32:42,43416,45117,00:13:03:20,00:13:32:01,23510,24361,00:13:03:07,00:13:31:16,18799,19480,9
11,00:12:34:04,00:12:41:16,45199,45631,00:13:33:12,00:13:40:18,24402,24618,00:13:33:00,00:13:40:05,19512,19685,4
11,00:12:43:21,00:13:16:32,45756,47745,00:13:42:21,00:14:15:25,24681,25675,00:13:42:08,00:14:15:11,19736,20531,8
11,00:12:44:09,00:12:49:04,45804,46098,00:13:43:15,00:13:48:12,24705,24852,00:13:43:03,00:13:48:00,19755,19872,4
11,00:12:53:46,00:12:57:14,46380,46588,00:13:53:02,00:13:56:16,24992,25096,00:13:52:17,00:13:56:04,19985,20068,4
11,00:13:17:20,00:13:20:22,47793,47975,00:14:16:19,00:14:19:20,25699,25790,00:14:16:07,00:14:19:07,20551,20623,4
11,00:13:21:07,00:13:28:51,48019,48483,00:14:20:12,00:14:28:04,25812,26044,00:14:20:01,00:14:27:19,20641,20827,11
11,00:13:29:33,00:13:40:08,48525,49159,00:14:28:25,00:14:39:12,26065,26382,00:14:28:11,00:14:39:01,20843,21097,4
12,00:00:24:47,00:00:50:20,1486,3018,00:01:56:02,00:02:21:18,3482,4248,00:01:55:06,00:02:20:19,2766,3379,4
12,00:00:50:48,00:01:09:52,3046,4188,00:02:22:02,00:02:41:03,4262,4833,00:02:21:06,00:02:40:06,3390,3846,7
12,00:01:09:54,00:01:21:25,4190,4881,00:02:41:04,00:02:52:20,4834,5180,00:02:40:07,00:02:51:20,3847,4124,4
12,00:01:13:34,00:01:22:51,4410,4967,00:02:44:24,00:02:54:03,4944,5223,00:02:43:23,00:02:53:06,3935,4158,6
12,00:01:23:03,00:01:44:45,4979,6279,00:02:54:09,00:03:15:28,5229,5878,00:02:53:11,00:03:15:03,4163,4683,10
12,00:01:50:29,00:02:00:02,6623,7195,00:03:21:20,00:03:31:06,6050,6336,00:03:20:20,00:03:30:09,4820,5049,6
12,00:02:00:04,00:02:16:52,7197,8204,00:03:31:07,00:03:48:01,6337,6841,00:03:30:10,00:03:47:05,5050,5453,0
12,00:02:18:52,00:02:37:37,8324,9448,00:03:50:01,00:04:08:22,6901,7462,00:03:49:05,00:04:07:22,5501,5950,0
12,00:02:39:19,00:02:53:58,9550,10428,00:04:10:13,00:04:25:02,7513,7952,00:04:09:15,00:04:24:06,5991,6342,4
12,00:03:00:45,00:03:58:50,10835,14316,00:04:31:26,00:05:29:26,8156,9896,00:04:31:01,00:05:29:01,6505,7897,2
12,00:04:03:06,00:05:02:31,14572,18133,00:05:34:04,00:06:33:14,10024,11804,00:05:33:07,00:06:32:15,7999,9423,2
12,00:05:04:51,00:05:19:04,18273,19125,00:06:35:24,00:06:50:00,11874,12300,00:06:34:23,00:06:49:04,9479,9820,4
12,00:05:38:32,00:05:49:26,20292,20946,00:07:09:14,00:07:20:10,12884,13210,00:07:08:15,00:07:19:12,10287,10548,3
12,00:05:53:45,00:06:12:42,21204,22340,00:07:24:19,00:07:43:17,13339,13907,00:07:23:20,00:07:42:18,10652,11106,3
12,00:06:15:30,00:06:18:44,22508,22702,00:07:46:11,00:07:49:18,13991,14088,00:07:45:13,00:07:48:18,11173,11250,3
12,00:06:22:22,00:06:42:01,22920,24097,00:07:53:07,00:08:12:26,14197,14786,00:07:52:10,00:08:12:00,11338,11808,3
12,00:06:44:45,00:07:08:56,24261,25711,00:08:15:18,00:08:39:22,14868,15592,00:08:14:18,00:08:38:22,11874,12454,3
12,00:07:11:54,00:07:43:05,25889,27758,00:08:42:21,00:09:13:26,15681,16616,00:08:41:21,00:09:13:00,12525,13272,3
12,00:07:58:54,00:08:24:29,28706,30239,00:09:29:19,00:09:55:06,17089,17856,00:09:28:19,00:09:54:09,13651,14265,3
12,00:08:34:21,00:08:51:08,30831,31837,00:10:05:02,00:10:21:25,18152,18655,00:10:04:05,00:10:21:00,14501,14904,4
12,00:08:54:01,00:08:59:31,32009,32339,00:10:24:20,00:10:30:05,18740,18905,00:10:23:20,00:10:29:08,14972,15104,5
12,00:09:01:32,00:09:10:58,32460,33026,00:10:32:06,00:10:41:19,18966,19249,00:10:31:09,00:10:40:19,15153,15379,1
12,00:09:12:35,00:09:26:51,33122,33978,00:10:43:07,00:10:57:15,19297,19725,00:10:42:10,00:10:56:16,15418,15760,4
12,00:09:30:54,00:09:40:22,34220,34788,00:11:01:16,00:11:11:00,19846,20130,00:11:00:17,00:11:10:04,15857,16084,1
12,00:09:43:54,00:09:52:36,35000,35521,00:11:14:16,00:11:23:07,20236,20497,00:11:13:16,00:11:22:09,16168,16377,1
12,00:09:55:22,00:10:05:55,35687,36319,00:11:26:00,00:11:36:15,20580,20895,00:11:25:03,00:11:35:16,16443,16696,1
12,00:10:15:33,00:10:34:21,36897,38023,00:11:46:04,00:12:04:27,21184,21747,00:11:45:07,00:12:04:01,16927,17377,4
12,00:10:37:05,00:11:18:48,38187,40688,00:12:07:19,00:12:49:09,21829,23079,00:12:06:19,00:12:48:11,17443,18443,9
12,00:10:38:59,00:10:52:31,38301,39112,00:12:09:16,00:12:23:02,21886,22292,00:12:08:17,00:12:22:05,17489,17813,4
12,00:11:22:34,00:11:39:38,40914,41937,00:12:53:02,00:13:10:04,23192,23704,00:12:52:06,00:13:09:07,18534,18943,9
12,00:11:43:13,00:11:59:44,42151,43141,00:13:13:21,00:13:30:06,23811,24306,00:13:12:20,00:13:29:08,19028,19424,9
12,00:12:03:50,00:12:30:20,43387,44976,00:13:34:09,00:14:00:23,24429,25223,00:13:33:11,00:13:59:22,19523,20158,9
12,00:12:25:09,00:12:32:33,44665,45108,00:13:55:17,00:14:02:29,25067,25289,00:13:54:18,00:14:02:03,20034,20211,4
12,00:12:35:47,00:12:53:38,45302,46372,00:14:06:06,00:14:24:01,25386,25921,00:14:05:09,00:14:23:04,20289,20716,4
12,00:12:57:26,00:13:07:37,46600,47210,00:14:27:25,00:14:38:00,26035,26340,00:14:26:23,00:14:37:03,20807,21051,4
12,00:13:07:45,00:14:11:03,47218,51012,00:14:38:03,00:15:41:11,26343,28241,00:14:37:07,00:15:40:12,21055,22572,8
12,00:13:15:53,00:13:35:27,47706,48879,00:14:46:07,00:15:05:24,26587,27174,00:14:45:10,00:15:04:23,21250,21719,11
12,00:14:14:33,00:14:23:41,51222,51770,00:15:44:25,00:15:53:29,28345,28619,00:15:44:00,00:15:53:03,22656,22875,4
13,00:00:09:37,00:00:17:16,577,1035,00:01:24:10,00:01:31:28,2530,2758,00:01:23:08,00:01:30:23,2000,2183,4
13,00:00:19:04,00:00:29:25,1143,1764,00:01:33:22,00:01:44:03,2812,3123,00:01:32:18,00:01:43:03,2226,2475,7
13,00:00:30:01,00:00:52:31,1800,3148,00:01:44:21,00:02:07:06,3141,3816,00:01:43:17,00:02:06:05,2489,3029,10
13,00:00:53:27,00:01:01:52,3204,3709,00:02:08:04,00:02:16:17,3844,4097,00:02:07:04,00:02:15:14,3052,3254,4
13,00:01:04:06,00:01:15:48,3843,4544,00:02:18:24,00:02:30:15,4164,4515,00:02:17:19,00:02:29:12,3307,3588,6
13,00:01:16:34,00:01:25:01,4590,5096,00:02:31:08,00:02:39:21,4538,4791,00:02:30:06,00:02:38:17,3606,3809,0
13,00:01:26:05,00:03:04:21,5160,11050,00:02:40:23,00:04:19:00,4823,7770,00:02:39:18,00:04:18:00,3834,6192,2
13,00:03:05:21,00:03:12:14,11110,11523,00:04:20:00,00:04:26:27,7800,8007,00:04:19:00,00:04:25:22,6216,6382,3
13,00:03:16:26,00:03:26:14,11775,12362,00:04:31:03,00:04:40:27,8133,8427,00:04:30:03,00:04:39:22,6483,6718,3
13,00:03:29:10,00:03:39:30,12538,13157,00:04:43:25,00:04:54:05,8515,8825,00:04:42:20,00:04:53:04,6788,7036,0
13,00:03:39:32,00:05:29:22,13159,19743,00:04:54:06,00:06:44:01,8826,12121,00:04:53:05,00:06:43:00,7037,9672,2
13,00:05:29:24,00:05:31:00,19745,19841,00:06:44:02,00:06:45:20,12122,12170,00:06:43:01,00:06:44:15,9673,9711,3
13,00:05:31:02,00:05:55:52,19843,21331,00:06:45:21,00:07:10:15,12171,12915,00:06:44:16,00:07:09:12,9712,10308,0
13,00:05:59:55,00:06:15:03,21574,22481,00:07:14:17,00:07:29:21,13037,13491,00:07:13:14,00:07:28:17,10406,10769,3
13,00:06:51:26,00:06:55:16,24662,24892,00:08:06:03,00:08:09:28,14583,14698,00:08:05:02,00:08:08:22,11642,11734,4
13,00:07:02:26,00:07:09:46,25321,25761,00:08:17:03,00:08:24:12,14913,15132,00:08:16:02,00:08:23:09,11906,12081,5
13,00:07:12:20,00:07:21:46,25915,26480,00:08:26:29,00:08:36:12,15209,15492,00:08:25:23,00:08:35:09,12143,12369,1
13,00:07:40:55,00:07:52:00,27628,28292,00:08:55:17,00:09:06:19,16067,16399,00:08:54:13,00:09:05:15,12829,13095,1
13,00:07:59:23,00:08:07:39,28735,29230,00:09:14:01,00:09:22:09,16621,16869,00:09:13:00,00:09:21:06,13272,13470,1
13,00:08:16:43,00:08:21:47,29774,30077,00:09:31:11,00:09:36:13,17141,17293,00:09:30:08,00:09:35:09,13688,13809,1
13,00:08:25:45,00:08:30:45,30315,30615,00:09:40:12,00:09:45:12,17412,17562,00:09:39:09,00:09:44:08,13905,14024,9
13,00:08:41:49,00:08:56:31,31278,32159,00:09:56:13,00:10:11:04,17893,18334,00:09:55:10,00:10:10:03,14290,14643,9
13,00:09:01:36,00:09:18:44,32464,33491,00:10:16:07,00:10:33:11,18487,19001,00:10:15:05,00:10:32:08,14765,15176,9
13,00:09:34:24,00:09:43:19,34430,34965,00:10:49:01,00:10:57:29,19471,19739,00:10:48:00,00:10:56:22,15552,15766,9
13,00:09:48:20,00:10:01:10,35265,36034,00:11:02:29,00:11:15:23,19889,20273,00:11:01:22,00:11:14:18,15886,16194,4
13,00:10:04:01,00:11:16:54,36205,40574,00:11:18:19,00:12:31:16,20359,22546,00:11:17:15,00:12:30:11,16263,18011,8
14,00:00:40:04,00:01:06:14,2402,3971,00:00:56:25,00:01:23:02,1705,2492,00:00:56:14,00:01:22:19,1358,1987,4
14,00:01:09:26,00:01:22:06,4162,4922,00:01:26:08,00:01:38:29,2588,2969,00:01:26:00,00:01:38:17,2064,2369,7
14,00:01:22:56,00:01:28:14,4972,5289,00:01:39:24,00:01:45:03,2994,3153,00:01:39:13,00:01:44:20,2389,2516,10
14,00:01:28:36,00:01:29:52,5311,5387,00:01:45:14,00:01:46:22,3164,3202,00:01:45:05,00:01:46:11,2525,2555,7
14,00:01:30:34,00:01:51:14,5429,6668,00:01:47:13,00:02:08:04,3223,3844,00:01:47:04,00:02:07:21,2572,3069,10
14,00:01:54:22,00:01:57:08,6856,7021,00:02:11:08,00:02:14:01,3938,4021,00:02:11:01,00:02:13:19,3145,3211,7
14,00:01:57:10,00:02:17:22,7023,8234,00:02:14:02,00:02:34:10,4022,4630,00:02:13:20,00:02:34:02,3212,3698,6
14,00:02:17:42,00:02:47:28,8254,10038,00:02:34:20,00:03:04:14,4640,5534,00:02:34:10,00:03:04:05,3706,4421,0
14,00:02:52:07,00:03:49:44,10317,13771,00:03:09:04,00:04:06:26,5674,7406,00:03:08:22,00:04:06:15,4534,5919,2
14,00:03:53:21,00:04:18:29,13988,15494,00:04:10:15,00:04:35:20,7515,8270,00:04:10:07,00:04:35:11,6007,6611,0
14,00:04:23:17,00:05:23:02,15782,19363,00:04:40:14,00:05:40:10,8414,10210,00:04:40:06,00:05:40:03,6726,8163,2
14,00:05:23:48,00:05:26:51,19409,19592,00:05:41:03,00:05:44:05,10233,10325,00:05:40:22,00:05:43:23,8182,8255,3
14,00:05:32:59,00:05:41:20,19960,20460,00:05:50:09,00:05:58:20,10509,10760,00:05:50:03,00:05:58:12,8403,8604,2
14,00:05:43:14,00:05:48:09,20574,20869,00:06:00:17,00:06:05:15,10817,10965,00:06:00:09,00:06:05:08,8649,8768,2
14,00:05:48:11,00:05:51:08,20871,21047,00:06:05:16,00:06:08:14,10966,11054,00:06:05:09,00:06:08:07,8769,8839,3
14,00:05:55:29,00:06:07:18,21308,22017,00:06:12:25,00:06:24:20,11185,11540,00:06:12:16,00:06:24:12,8944,9228,2
14,00:06:07:20,00:06:16:49,22019,22587,00:06:24:21,00:06:34:06,11541,11826,00:06:24:13,00:06:34:01,9229,9457,3
14,00:06:20:58,00:06:28:40,22836,23297,00:06:38:11,00:06:46:02,11951,12182,00:06:38:05,00:06:45:22,9557,9742,2
14,00:06:28:42,00:06:36:37,23299,23774,00:06:46:03,00:06:54:02,12183,12422,00:06:45:23,00:06:53:21,9743,9933,3
14,00:06:39:59,00:06:43:15,23976,24171,00:06:57:13,00:07:00:21,12523,12621,00:06:57:06,00:07:00:13,10014,10093,9
14,00:06:45:53,00:06:47:35,24329,24431,00:07:03:10,00:07:05:01,12700,12751,00:07:03:04,00:07:04:21,10156,10197,7
14,00:06:47:47,00:07:06:47,24443,25582,00:07:05:07,00:07:24:08,12757,13328,00:07:05:02,00:07:24:03,10202,10659,5
14,00:07:07:47,00:07:11:36,25642,25871,00:07:25:08,00:07:29:03,13358,13473,00:07:25:03,00:07:28:23,10683,10775,1
14,00:07:15:11,00:07:15:28,26085,26102,00:07:32:20,00:07:32:29,13580,13589,00:07:32:12,00:07:32:20,10860,10868,10
14,00:07:15:30,00:07:19:16,26104,26330,00:07:33:00,00:07:36:23,13590,13703,00:07:32:20,00:07:36:15,10868,10959,1
14,00:07:22:31,00:07:25:19,26525,26693,00:07:40:01,00:07:42:25,13801,13885,00:07:39:21,00:07:42:17,11037,11105,1
14,00:07:27:21,00:07:32:11,26815,27104,00:07:44:26,00:07:49:21,13946,14091,00:07:44:17,00:07:49:14,11153,11270,1
14,00:07:39:38,00:07:40:46,27551,27619,00:07:57:05,00:07:58:09,14315,14349,00:07:57:01,00:07:58:04,11449,11476,5
14,00:07:42:28,00:07:53:37,27721,28389,00:08:00:00,00:08:11:05,14400,14735,00:07:59:21,00:08:11:01,11517,11785,9
14,00:07:55:57,00:08:11:05,28529,29436,00:08:13:15,00:08:28:21,14805,15261,00:08:13:09,00:08:28:13,11841,12205,9
14,00:08:13:55,00:08:32:45,29606,30735,00:08:31:16,00:08:50:12,15346,15912,00:08:31:09,00:08:50:07,12273,12727,9
14,00:08:34:57,00:08:46:44,30867,31573,00:08:52:18,00:09:04:12,15978,16332,00:08:52:11,00:09:04:07,12779,13063,9
14,00:08:56:24,00:09:05:32,32152,32700,00:09:14:02,00:09:23:07,16622,16897,00:09:13:23,00:09:23:03,13295,13515,8
14,00:09:05:36,00:09:14:58,32704,33265,00:09:23:09,00:09:32:20,16899,17180,00:09:23:05,00:09:32:14,13517,13742,11
14,00:09:15:06,00:09:30:53,33273,34219,00:09:32:24,00:09:48:19,17184,17659,00:09:32:17,00:09:48:12,13745,14124,8
14,00:09:32:50,00:09:38:20,34336,34666,00:09:50:18,00:09:56:03,17718,17883,00:09:50:12,00:09:56:00,14172,14304,6
15,-1:-1:-1:-1,-1:-1:-1:-1,-1,-1,00:00:57:04,00:01:29:10,1714,2680,00:00:56:15,00:01:28:19,1359,2131,4
15,00:00:14:37,00:00:22:47,877,1366,00:01:36:01,00:01:44:06,2881,3126,00:01:35:13,00:01:43:17,2293,2489,7
15,00:00:23:15,00:00:50:01,1394,2999,00:01:44:20,00:02:11:13,3140,3943,00:01:44:04,00:02:10:23,2500,3143,10
15,00:00:56:33,00:01:04:18,3390,3855,00:02:17:29,00:02:25:22,4139,4372,00:02:17:12,00:02:25:06,3300,3486,4
15,00:01:07:25,00:01:22:05,4041,4921,00:02:28:25,00:02:43:16,4465,4906,00:02:28:08,00:02:43:01,3560,3913,6
15,00:01:22:57,00:01:36:33,4973,5788,00:02:44:12,00:02:57:29,4932,5339,00:02:43:22,00:02:57:12,3934,4260,0
15,00:01:43:07,00:02:35:30,6181,9321,00:03:04:16,00:03:56:28,5536,7108,00:03:04:02,00:03:56:12,4418,5676,2
15,00:01:59:16,00:02:10:45,7149,7838,00:03:20:21,00:03:32:06,6021,6366,00:03:20:06,00:03:31:18,4806,5082,0
15,00:02:39:46,00:03:01:12,9577,10862,00:04:01:06,00:04:22:19,7236,7879,00:04:00:18,00:04:22:05,5778,6293,0
15,00:03:04:09,00:03:56:14,11038,14160,00:04:25:17,00:05:17:20,7967,9530,00:04:25:04,00:05:17:07,6364,7615,2
15,00:04:03:16,00:04:13:02,14582,15167,00:05:24:21,00:05:34:14,9741,10034,00:05:24:07,00:05:34:02,7783,8018,5
15,00:04:18:45,00:04:28:09,15510,16073,00:05:40:05,00:05:49:17,10205,10487,00:05:39:19,00:05:49:05,8155,8381,1
15,00:04:31:39,00:04:39:16,16283,16740,00:05:53:02,00:06:00:21,10592,10821,00:05:52:17,00:06:00:08,8465,8648,1
15,00:04:42:53,00:04:48:18,16957,17281,00:06:04:10,00:06:09:22,10930,11092,00:06:03:23,00:06:09:09,8735,8865,1
15,00:04:51:25,00:04:56:37,17468,17780,00:06:12:26,00:06:18:02,11186,11342,00:06:12:12,00:06:17:17,8940,9065,1
15,00:05:05:35,00:05:13:08,18317,18770,00:06:27:00,00:06:34:17,11610,11837,00:06:26:16,00:06:34:06,9280,9462,3
15,00:05:15:34,00:05:17:52,18916,19053,00:06:37:00,00:06:39:09,11910,11979,00:06:36:16,00:06:38:23,9520,9575,0
15,00:05:22:48,00:05:38:25,19349,20285,00:06:44:07,00:06:59:26,12127,12596,00:06:43:21,00:06:59:13,9693,10069,3
15,00:05:40:33,00:06:19:33,20413,22751,00:07:02:00,00:07:41:00,12660,13830,00:07:01:16,00:07:40:16,10120,11056,3
15,00:06:19:35,00:06:25:13,22753,23090,00:07:41:01,00:07:46:19,13831,13999,00:07:40:17,00:07:46:08,11057,11192,1
15,00:06:30:32,00:06:41:30,23409,24066,00:07:51:29,00:08:02:28,14159,14488,00:07:51:16,00:08:02:15,11320,11583,3
15,00:06:41:52,00:06:44:44,24088,24260,00:08:03:09,00:08:06:05,14499,14585,00:08:03:00,00:08:05:21,11592,11661,1
15,00:06:56:55,00:07:02:53,24991,25348,00:08:18:11,00:08:24:10,14951,15130,00:08:18:02,00:08:24:01,11954,12097,1
15,00:07:09:42,00:07:37:59,25757,27452,00:08:31:04,00:08:59:13,15334,16183,00:08:30:21,00:08:59:04,12261,12940,4
15,00:07:40:35,00:07:55:10,27608,28482,00:09:02:01,00:09:16:18,16261,16698,00:09:01:18,00:09:16:09,13002,13353,9
15,00:07:56:16,00:08:00:16,28548,28788,00:09:17:21,00:09:21:21,16731,16851,00:09:17:11,00:09:21:11,13379,13475,4
15,00:08:04:56,00:08:16:39,29067,29770,00:09:26:11,00:09:38:03,16991,17343,00:09:26:03,00:09:37:21,13587,13869,8
15,00:08:16:57,00:08:26:43,29788,30373,00:09:38:12,00:09:48:05,17352,17645,00:09:38:04,00:09:47:22,13876,14110,11
15,00:08:27:07,00:08:39:18,30397,31127,00:09:48:17,00:10:00:22,17657,18022,00:09:48:08,00:10:00:12,14120,14412,8
15,00:08:40:06,00:08:55:36,31175,32104,00:10:01:16,00:10:17:01,18046,18511,00:10:01:08,00:10:16:20,14432,14804,9
15,00:08:57:19,00:09:15:30,32207,33297,00:10:18:23,00:10:36:28,18563,19108,00:10:18:13,00:10:36:18,14845,15282,9
15,00:09:17:36,00:09:21:24,33423,33651,00:10:39:01,00:10:42:25,19171,19285,00:10:38:20,00:10:42:15,15332,15423,8
15,00:09:21:48,00:09:44:13,33675,35018,00:10:43:07,00:11:05:20,19297,19970,00:10:43:01,00:11:05:11,15433,15971,9
15,00:09:34:29,00:09:41:07,34435,34833,00:10:55:28,00:11:02:17,19678,19877,00:10:55:18,00:11:02:09,15738,15897,1
15,00:09:50:01,00:09:52:40,35366,35525,00:11:11:14,00:11:14:03,20144,20223,00:11:11:06,00:11:13:22,16110,16174,9
16,00:00:06:17,00:00:27:31,377,1650,00:02:00:14,00:02:21:21,3614,4251,00:01:59:15,00:02:20:21,2871,3381,4
16,00:00:28:33,00:00:36:20,1712,2178,00:02:22:22,00:02:30:15,4282,4515,00:02:21:22,00:02:29:17,3406,3593,7
16,00:00:36:34,00:00:42:38,2192,2556,00:02:30:22,00:02:36:24,4522,4704,00:02:29:22,00:02:36:00,3598,3744,4
16,00:00:42:50,00:01:15:26,2568,4522,00:02:37:00,00:03:09:18,4710,5688,00:02:36:05,00:03:08:20,3749,4532,10
16,00:00:54:36,00:00:55:48,3273,3345,00:02:48:23,00:02:49:29,5063,5099,00:02:47:23,00:02:49:04,4031,4060,4
16,00:01:15:40,00:01:31:04,4536,5459,00:03:09:25,00:03:25:07,5695,6157,00:03:09:02,00:03:24:11,4538,4907,4
16,00:01:32:14,00:01:51:06,5529,6660,00:03:26:12,00:03:45:08,6192,6758,00:03:25:15,00:03:44:13,4935,5389,6
16,00:01:51:24,00:02:19:58,6678,8390,00:03:45:17,00:04:14:04,6767,7624,00:03:44:20,00:04:13:10,5396,6082,0
16,00:01:52:28,00:01:55:56,6742,6950,00:03:46:19,00:03:50:03,6799,6903,00:03:45:21,00:03:49:09,5421,5505,4
16,00:02:20:26,00:02:43:16,8418,9787,00:04:14:18,00:04:37:13,7638,8323,00:04:13:21,00:04:36:18,6093,6642,0
16,00:02:43:54,00:03:27:19,9825,12427,00:04:38:02,00:05:21:14,8342,9644,00:04:37:09,00:05:20:19,6657,7699,4
16,00:03:27:57,00:03:40:29,12465,13216,00:05:22:03,00:05:34:19,9663,10039,00:05:21:11,00:05:34:00,7715,8016,2
16,00:03:32:50,00:03:45:43,12758,13530,00:05:27:00,00:05:39:26,9810,10196,00:05:26:08,00:05:39:05,7832,8141,10
16,00:03:47:31,00:03:52:24,13638,13931,00:05:41:20,00:05:46:17,10250,10397,00:05:41:01,00:05:45:22,8185,8302,2
16,00:03:53:18,00:04:21:59,13985,15704,00:05:47:14,00:06:16:04,10424,11284,00:05:46:20,00:06:15:13,8324,9013,4
16,00:04:25:19,00:04:26:36,15904,15981,00:06:19:14,00:06:20:23,11384,11423,00:06:18:21,00:06:20:04,9093,9124,10
16,00:04:27:45,00:04:41:25,16049,16869,00:06:21:27,00:06:35:17,11457,11867,00:06:21:07,00:06:34:23,9151,9479,3
16,00:04:47:23,00:05:49:13,17226,20933,00:06:41:16,00:07:43:11,12046,13901,00:06:40:23,00:07:42:20,9623,11108,2
16,00:05:52:16,00:06:52:32,21115,24728,00:07:46:12,00:08:46:20,13992,15800,00:07:45:21,00:08:46:04,11181,12628,2
16,00:06:53:36,00:07:13:39,24792,25994,00:08:47:22,00:09:07:24,15832,16434,00:08:47:06,00:09:07:08,12654,13136,4
16,00:07:15:22,00:07:33:46,26096,27199,00:09:09:15,00:09:27:27,16485,17037,00:09:09:01,00:09:27:11,13177,13619,3
16,00:07:34:12,00:07:35:46,27225,27319,00:09:28:10,00:09:29:27,17050,17097,00:09:27:21,00:09:29:11,13629,13667,4
16,00:07:38:06,00:07:48:13,27459,28065,00:09:32:07,00:09:42:10,17167,17470,00:09:31:19,00:09:41:22,13723,13966,5
16,00:07:58:44,00:08:05:07,28696,29078,00:09:52:26,00:09:59:07,17786,17977,00:09:52:11,00:09:58:19,14219,14371,1
16,00:08:05:39,00:08:26:07,29110,30337,00:09:59:23,00:10:20:08,17993,18608,00:09:59:08,00:10:19:20,14384,14876,10
16,00:08:26:44,00:08:33:04,30374,30754,00:10:20:27,00:10:27:07,18627,18817,00:10:20:11,00:10:26:19,14891,15043,3
16,00:08:33:18,00:08:38:05,30768,31054,00:10:27:14,00:10:32:07,18824,18967,00:10:27:01,00:10:31:19,15049,15163,1
16,00:08:47:28,00:09:01:39,31617,32467,00:10:41:19,00:10:55:24,19249,19674,00:10:41:05,00:10:55:09,15389,15729,3
16,00:09:22:34,00:09:27:26,33721,34013,00:11:16:22,00:11:21:18,20302,20448,00:11:16:08,00:11:21:05,16232,16349,3
16,00:09:30:49,00:09:58:03,34215,35848,00:11:24:29,00:11:52:06,20549,21366,00:11:24:14,00:11:51:20,16430,17084,0
16,00:09:58:53,00:10:02:05,35898,36089,00:11:53:01,00:11:56:07,21391,21487,00:11:52:16,00:11:55:21,17104,17181,3
16,00:10:02:57,00:10:11:03,36141,36627,00:11:57:03,00:12:05:06,21513,21756,00:11:56:18,00:12:04:20,17202,17396,1
16,00:10:05:39,00:10:10:51,36303,36615,00:11:59:24,00:12:05:00,21594,21750,00:11:59:11,00:12:04:16,17267,17392,3
16,00:10:16:45,00:10:34:10,36969,38012,00:12:10:27,00:12:28:09,21927,22449,00:12:10:13,00:12:27:23,17533,17951,3
16,00:10:34:38,00:10:37:25,38040,38207,00:12:28:23,00:12:31:17,22463,22547,00:12:28:11,00:12:31:06,17963,18030,1
16,00:10:43:09,00:10:58:27,38551,39468,00:12:37:09,00:12:52:18,22719,23178,00:12:36:23,00:12:52:07,18167,18535,3
16,00:11:00:49,00:11:05:17,39610,39878,00:12:54:29,00:12:59:13,23249,23383,00:12:54:16,00:12:59:03,18592,18699,1
16,00:11:08:48,00:11:35:51,40088,41710,00:13:02:28,00:13:30:00,23488,24300,00:13:02:15,00:13:29:17,18783,19433,4
16,00:11:37:23,00:12:10:51,41802,43808,00:13:31:16,00:14:05:00,24346,25350,00:13:31:06,00:14:04:18,19470,20274,8
16,00:11:44:06,00:11:58:18,42204,43055,00:13:38:07,00:13:52:13,24547,24973,00:13:37:23,00:13:52:04,19631,19972,4
